tcol,f1,f2,foo
0.02718749999999981,993.2792856498772,1492.8453197092776,nonce
0.03343749999999981,1034.3904076315941,1469.3610844660757,nonce
0.039687499999999806,1040.8249785239589,1444.2460838003312,nonce
0.04593749999999981,1051.933204029132,1439.7447049120428,nonce
0.05218749999999981,1057.3200502435473,1436.0924332185573,nonce
0.05843749999999981,1077.1358690379298,1447.3830247811563,nonce
0.06468749999999981,1095.4797694396268,1466.52677173184,nonce
0.07093749999999982,1079.5777426381576,1479.6176110676183,nonce
0.07718749999999981,1010.5408740474876,1521.5287034298901,nonce
0.0834374999999998,947.3173161042929,1580.1661260513415,nonce
0.08968749999999981,986.7242890650355,1657.7439357002083,nonce
0.09593749999999981,1046.6431329012742,1751.4073378138992,nonce
0.10218749999999982,1052.0048530838035,1365.317014078948,nonce
0.10843749999999981,159.49481847885556,1068.3729824022532,nonce
0.11468749999999982,1062.647782736045,1901.2832492020234,nonce
0.12093749999999981,1071.2968634871975,1942.6031514362312,nonce
0.12718749999999981,1004.3151380995453,1918.3731054213793,nonce
0.13343749999999982,935.8389960098852,1922.1504613154007,nonce
0.1396874999999998,922.8607661859922,1931.9815034538424,nonce
0.14593749999999983,795.9603624371307,1880.343647744087,nonce
0.1521874999999998,739.23218472628,1781.2172683514668,nonce
0.15843749999999981,703.719944577426,1668.7037021948688,nonce
0.16468749999999982,714.6516170179151,1679.8265278340507,nonce
0.17093749999999983,783.7816371267126,1668.675924244226,nonce
0.17718749999999983,625.7494936262212,1535.405143748283,nonce
0.1834374999999998,481.14470652361877,1571.116480817498,nonce
0.18968749999999981,414.99631376963174,1663.4372542087483,nonce
0.19593749999999982,368.97722031414804,1625.9343148112584,nonce
0.20218749999999983,319.6701323281167,1568.974831417207,nonce
0.20843749999999983,1166.8826312684075,1949.918181121692,nonce
0.2146874999999998,1088.147377113371,1762.4725759489154,nonce
0.22093749999999981,1121.1834512073592,1803.1964441303182,nonce
0.22718749999999982,1564.606493444109,1809.8971413372574,nonce
0.23343749999999983,1006.2817792059703,1962.1518734976007,nonce
0.23968749999999983,1091.5379056078357,1989.147921509683,nonce
0.2459374999999998,1072.9012360549693,1934.8105320194086,nonce
0.2521874999999998,1011.8048516968495,1750.0238561873687,nonce
0.2584374999999998,891.7315178845411,1745.2251762447784,nonce
0.26468749999999985,936.3601601485267,2090.6737373543165,nonce
0.27093749999999983,674.6012439135918,2065.7559212421256,nonce
0.2771874999999998,718.5096715850124,1983.1316303744488,nonce
0.28343749999999984,925.6863868777154,1888.8541813931665,nonce
0.2896874999999998,820.4343760967002,1813.5195171879009,nonce
0.2959374999999998,902.5860804397809,1674.6202268529626,nonce
0.30218749999999983,1269.8301831291935,1457.2749829642053,nonce
0.3084374999999998,1225.5122651199717,1277.3264338335437,nonce
0.31468749999999984,1050.867678680455,1161.9338853868605,nonce
0.3209374999999998,1065.3911621928833,1076.481385593343,nonce
0.32718749999999985,1104.1536603842603,1346.5598494560459,nonce
0.33343749999999983,972.7188141803024,2019.635326820516,nonce
0.3396874999999998,878.4683830882022,1938.6705422721036,nonce
0.34593749999999984,722.3060137061196,1801.0873247225838,nonce
0.3521874999999998,707.5574209464093,2021.6434858912608,nonce
0.35843749999999985,593.6644612188718,892.1020779541465,nonce
0.36468749999999983,533.9985763011156,919.1034212031726,nonce
